range_m,depth_m,amp,db,split
666.0,24.0,0.004918715104224838,-46.16296662767587,validation
667.0,1.0,0.001161600405208013,-58.69886490292829,train
667.0,2.0,0.0022409227951368537,-52.991462112704575,validation
667.0,3.0,0.0031880657167317077,-49.9294546983429,train
667.0,4.0,0.004005361499813076,-47.94716562011424,validation
667.0,5.0,0.0047407744330880425,-46.48301416000206,train
667.0,6.0,0.005447696712516763,-45.275741574573644,validation
667.0,7.0,0.006142765029173955,-44.232721936763085,train
667.0,8.0,0.006794257055736677,-43.357160518833844,train
667.0,9.0,0.007319858124626473,-42.70994672934846,train
667.0,10.0,0.007611136836249795,-42.37100940115636,train
667.0,11.0,0.007574402313920638,-42.4130326215485,train
667.0,12.0,0.0071504466703776045,-42.91333656140168,train
667.0,13.0,0.006324827683462539,-43.97902604222324,train
667.0,14.0,0.00513194546805218,-45.79435934153786,validation
667.0,15.0,0.0036633279269974255,-48.72248406454173,validation
667.0,16.0,0.002123953416829386,-53.457100251206846,train
667.0,17.0,0.0013309403677048957,-57.51682804988852,train
667.0,18.0,0.0023487654446628864,-52.58320702225784,validation
667.0,19.0,0.003747150802543018,-48.525976571033524,validation
667.0,20.0,0.004911510193754153,-46.17569900491232,train
667.0,21.0,0.005666237527932331,-44.93410447732782,validation
667.0,22.0,0.0059266673556207464,-44.5437889520054,train
667.0,23.0,0.005664149050886982,-44.93730653600548,train
667.0,24.0,0.0049010402515240635,-46.19423461351805,train
668.0,1.0,0.0011895000178721827,-58.492710942029206,train
668.0,2.0,0.0022917632957344773,-52.79660480795841,validation
668.0,3.0,0.0032526416918559485,-49.75527551161757,train
668.0,4.0,0.004071905951162663,-47.804045229156685,train
668.0,5.0,0.0047977556328645836,-46.37923752003216,train
668.0,6.0,0.005486925809451237,-45.213418240087044,train
668.0,7.0,0.00616126782485776,-44.206598247992375,train
668.0,8.0,0.006793879606881166,-43.35764306904441,train
668.0,9.0,0.007305222868762493,-42.72733060021375,train
668.0,10.0,0.007587662561069111,-42.39783982642201,validation
668.0,11.0,0.007547114533623661,-42.44438118370638,train
668.0,12.0,0.007123425994719831,-42.946221664493876,train
668.0,13.0,0.006301039902221051,-44.01175540290601,train
668.0,14.0,0.005113190836153897,-45.826159961851246,validation
668.0,15.0,0.0036500854908433295,-48.753939271052936,train
668.0,16.0,0.0021142384544927803,-53.49692064681405,train
668.0,17.0,0.0013170966054369924,-57.60764739112848,train
668.0,18.0,0.0023320608981056883,-52.64520225694027,train
668.0,19.0,0.003727482800220004,-48.57168703683819,validation
668.0,20.0,0.004889345956579323,-46.214984643482865,validation
668.0,21.0,0.005642870984224901,-44.96999758215803,train
668.0,22.0,0.005903664959785914,-44.57756594458424,train
668.0,23.0,0.005643098408314277,-44.96964752263315,train
668.0,24.0,0.00488339719154304,-46.22555901798275,validation
669.0,1.0,0.0012174073147707843,-58.29128186248583,train
669.0,2.0,0.002342681925938315,-52.60573346141223,train
669.0,3.0,0.003317466503913523,-49.58386906927935,train
669.0,4.0,0.004138939182493358,-47.66221910137156,train
669.0,5.0,0.004855406651767635,-46.275487820895336,train
669.0,6.0,0.005526792431082898,-45.150536916897494,validation
669.0,7.0,0.006180120162915705,-44.18006161283897,train
669.0,8.0,0.006793422476495641,-43.35822752415639,train
669.0,9.0,0.007290088543593411,-42.74534393635519,train
669.0,10.0,0.007563380477034744,-42.42568103605397,train
669.0,11.0,0.007518838502955622,-42.47698486560594,train
669.0,12.0,0.0070953562875397565,-42.980515838302075,train
669.0,13.0,0.006276232594535374,-44.046019400327154,train
669.0,14.0,0.005093516469650746,-45.8596457046434,validation
669.0,15.0,0.0036360832329095667,-48.78732367963061,train
669.0,16.0,0.0021040385901745107,-53.538925980991905,train
669.0,17.0,0.001303425272153797,-57.69827725418699,validation
669.0,18.0,0.0023158014658160027,-52.70597351025992,train
669.0,19.0,0.0037081805997497288,-48.61678245082732,validation
669.0,20.0,0.00486744839655463,-46.25397288125515,train
669.0,21.0,0.005619685082598346,-45.005760417166144,train
669.0,22.0,0.005880775645544132,-44.611307776559705,train
669.0,23.0,0.005622112658027865,-45.00200912167354,train
669.0,24.0,0.004865785532772544,-46.256940744051775,train
670.0,1.0,0.001245307922059127,-58.09446498234503,train
670.0,2.0,0.002393648240708845,-52.41879342231418,validation
670.0,3.0,0.00338249373092492,-49.415259992920085,validation
670.0,4.0,0.004206404436076219,-47.52177946460587,validation
670.0,5.0,0.004913675504426806,-46.17187054804299,train
670.0,6.0,0.005567259706249464,-45.087170377668386,train
670.0,7.0,0.006199305356944255,-44.153139424703426,train
670.0,8.0,0.006792883576461169,-43.35891657476508,train
670.0,9.0,0.007274463826980918,-42.76398022708804,train
670.0,10.0,0.007538296548089276,-42.45453563789928,train
670.0,11.0,0.007489580580824407,-42.5108500452997,validation
670.0,12.0,0.007066244180027348,-43.01622718459524,train
670.0,13.0,0.006250412911980543,-44.08182583081042,train
670.0,14.0,0.0050729301502524,-45.89482234982298,validation
670.0,15.0,0.0036213281443595764,-48.822642401601485,validation
670.0,16.0,0.002093360713254176,-53.58311861260372,train
670.0,17.0,0.0012899356900974693,-57.78863881931738,train
670.0,18.0,0.002299993458232241,-52.76546798449753,train
670.0,19.0,0.0036892459674051203,-48.66124777523788,train
670.0,20.0,0.004845815854373545,-46.292661869793406,validation
670.0,21.0,0.00559667926489139,-45.04139161951797,train
670.0,22.0,0.005858000139984551,-44.64501244552774,validation
670.0,23.0,0.005601192027539474,-45.03439076026134,validation
670.0,24.0,0.004848205068542476,-46.28838037480216,validation
671.0,1.0,0.0012731887407096886,-57.9021442132933,train
671.0,2.0,0.0024446347586983734,-52.23572035150883,validation
671.0,3.0,0.0034476801161169,-49.24946071686483,validation
671.0,4.0,0.004274246504911682,-47.382808695213534,validation
671.0,5.0,0.004972509316268662,-46.06848789056513,validation
671.0,6.0,0.005608295224994504,-45.023382656850366,train
671.0,7.0,0.006218812609295968,-44.12585059061443,validation
671.0,8.0,0.006792264148857029,-43.359708657401335,train
671.0,9.0,0.0072583509055203655,-42.783240792570645,train
671.0,10.0,0.007512415991750081,-42.484407429962765,validation
671.0,11.0,0.0074593472030878944,-42.54598355376844,train
671.0,12.0,0.007036093441166388,-43.053368032632974,train
671.0,13.0,0.006223587722819509,-44.119183691944734,train
671.0,14.0,0.005051437602134905,-45.93170014525348,train
671.0,15.0,0.0036058270070712345,-48.85990225596927,train
671.0,16.0,0.002082210329807687,-53.629508066526995,train
671.0,17.0,0.0012766360888704432,-57.87865765565586,train
671.0,18.0,0.002284640738328931,-52.823641667928314,train
671.0,19.0,0.0036706790993282033,-48.705071620640354,validation
671.0,20.0,0.004824450403543066,-46.33104307771352,train
671.0,21.0,0.0055738526632556264,-45.076890308366615,train
671.0,22.0,0.0058353363478350385,-44.678682124681266,train
671.0,23.0,0.005580335209443872,-45.06679424619753,train
671.0,24.0,0.004830657859159466,-46.31987442369556,validation
672.0,1.0,0.0013010372598549565,-57.71420531369232,train
672.0,2.0,0.002495614799851204,-52.05644895037786,train
672.0,3.0,0.003512983368489804,-49.08647812565224,validation
672.0,4.0,0.004342414698327829,-47.245374080112995,validation
672.0,5.0,0.005031857582895881,-45.96543318526897,validation
672.0,6.0,0.005649863476323001,-44.95924092749061,validation
672.0,7.0,0.006238626476739493,-44.09822031927941,train
672.0,8.0,0.006791563694170109,-43.360604439088604,validation
672.0,9.0,0.007241755268253348,-42.803123121015425,train
672.0,10.0,0.007485745498863614,-42.515298843170996,validation
672.0,11.0,0.00742814373047459,-42.58239402985655,validation
672.0,12.0,0.007004912459542339,-43.09194575453133,train
672.0,13.0,0.006195763511807049,-44.15810334658882,train
672.0,14.0,0.005029046514647023,-45.97028694969676,train
672.0,15.0,0.003589587257370502,-48.89910970337249,train
672.0,16.0,0.0020705939374503894,-53.678101238118145,train
672.0,17.0,0.001263536987086547,-57.96824081207991,train
672.0,18.0,0.0022697475536344433,-52.88044886636041,validation
672.0,19.0,0.0036524812419640473,-48.74824011585374,train
672.0,20.0,0.004803351028173351,-46.369113480512254,train
672.0,21.0,0.005551206389035081,-45.11225251352207,train
672.0,22.0,0.005812786171248567,-44.71231305353301,train
672.0,23.0,0.0055595437181816375,-45.099217005795495,validation
672.0,24.0,0.004813142215130053,-46.35142611848379,train
673.0,1.0,0.0013288422659050985,-57.53053133844456,train
673.0,2.0,0.0025465640015861816,-51.880908088664974,train
673.0,3.0,0.003578365937847118,-48.926304976539456,train
673.0,4.0,0.004410858932053576,-47.10953663182874,validation
673.0,5.0,0.005091673125197528,-45.86278969848098,validation
673.0,6.0,0.005691931121463716,-44.89480727979871,validation
673.0,7.0,0.006258733040389538,-44.07027144843019,train
673.0,8.0,0.006790781241835773,-43.36160519332694,validation
673.0,9.0,0.007224682907907438,-42.823624187672145,validation
673.0,10.0,0.007458291661279066,-42.54721274556729,train
673.0,11.0,0.007395977340715113,-42.62008856144568,validation
673.0,12.0,0.006972707220331161,-43.13197140338502,train
673.0,13.0,0.0061669464745087,-44.198596419592576,train
673.0,14.0,0.005005764069869646,-46.01059246558396,train
673.0,15.0,0.0035726161835316107,-48.94027277602355,train
673.0,16.0,0.0020585181836797026,-53.72890584720042,validation
673.0,17.0,0.0012506491128007158,-58.05729041284258,validation
673.0,18.0,0.0022553192808852135,-52.93583934524484,train
673.0,19.0,0.003634654167067792,-48.79073810863944,train
673.0,20.0,0.004782517890410591,-46.406867933835315,train
673.0,21.0,0.005528741239693934,-45.147474715252486,train
673.0,22.0,0.0057903500676159386,-44.745903586114196,validation
673.0,23.0,0.0055388162102193335,-45.13166090869962,train
673.0,24.0,0.0047956599176500496,-46.38303244609577,train
674.0,1.0,0.0013565923619561677,-57.351012649586636,validation
674.0,2.0,0.0025974589913696643,-51.709026006984175,train
674.0,3.0,0.0036437903121647273,-48.76893246323441,train
674.0,4.0,0.0044795328346219,-46.97534551434481,validation
674.0,5.0,0.005151909118529474,-45.76063613373073,train
674.0,6.0,0.005734465179540332,-44.83014160025977,validation
674.0,7.0,0.0062791183440945725,-44.042026632182605,train
674.0,8.0,0.0067899159412876655,-43.36271204446624,validation
674.0,9.0,0.0072071373437690555,-42.84474403342561,train
674.0,10.0,0.007430059398275165,-42.58015428672651,train
674.0,11.0,0.00736285354220494,-42.65907676364219,validation
674.0,12.0,0.006939484014261435,-43.17345640672393,train
674.0,13.0,0.006137143178275784,-44.24067489195618,train
674.0,14.0,0.004981596136038497,-46.0526296829172,train
674.0,15.0,0.0035549210315926434,-48.98340084340708,train
674.0,16.0,0.002045991046500947,-53.781925422875425,train
674.0,17.0,0.0012379823165996585,-58.14571117510701,train
674.0,18.0,0.0022413586324256064,-52.9897729574548,validation
674.0,19.0,0.00361719588471629,-48.83255943854777,train
674.0,20.0,0.004761949996909011,-46.44430338475679,validation
674.0,21.0,0.005506453899734534,-45.18255984713848,validation
674.0,22.0,0.0057680248159948065,-44.7794575960554,train
674.0,23.0,0.005518153616059718,-45.164124273300324,train
674.0,24.0,0.004778209782406035,-46.414695738263944,validation
675.0,1.0,0.001384277438993107,-57.17553718387789,validation
675.0,2.0,0.0026482777804774996,-51.54072926530091,train
675.0,3.0,0.0037092225934103077,-48.61434207061252,train
675.0,4.0,0.004548391508084908,-46.84284319946209,validation
675.0,5.0,0.005212519915707675,-45.659045453733796,train
675.0,6.0,0.005777433398787976,-44.76530104577183,train
675.0,7.0,0.0062997691798590575,-44.01350725140438,train
675.0,8.0,0.0067889680077912705,-43.36392475764328,train
675.0,9.0,0.007189127032413245,-42.86647684609267,train
675.0,10.0,0.007401056622107874,-42.61412546377869,train
675.0,11.0,0.007328778738581382,-42.6993677958111,train
675.0,12.0,0.006905248642296524,-43.21641357694756,train
675.0,13.0,0.006106361634509121,-44.284349584693885,train
675.0,14.0,0.004956551673456094,-46.096407236379676,train
675.0,15.0,0.0035365094556539297,-49.02850352791891,train
675.0,16.0,0.0020330192456259107,-53.83717020166547,train
675.0,17.0,0.0012255486185122504,-58.233389105084036,train
675.0,18.0,0.0022278700915727436,-53.042202734579966,train
675.0,19.0,0.0036001077257464833,-48.87369007355824,train
675.0,20.0,0.004741646377550892,-46.481416759180604,validation
675.0,21.0,0.0054843443384650255,-45.21750571076302,validation
675.0,22.0,0.0057458117940620765,-44.81297207136784,validation
675.0,23.0,0.005497553767316584,-45.19661028896705,train
675.0,24.0,0.004760791411601203,-46.446416924070284,train
676.0,1.0,0.0014118881619976298,-57.00399406215634,train
676.0,2.0,0.0026990004775859716,-51.375940771908326,train
676.0,3.0,0.003774629840019006,-48.462512622784956,train
676.0,4.0,0.004617391753503433,-46.71206554052511,train
676.0,5.0,0.005273461685109244,-45.558084101085555,train
676.0,6.0,0.0058208018009106915,-44.70034376498526,validation
676.0,7.0,0.00632066970704674,-43.984738071485765,train
676.0,8.0,0.006787937442759021,-43.3652433753776,validation
676.0,9.0,0.0071706546609937045,-42.888823852674484,train
676.0,10.0,0.00737129004416902,-42.649129998488206,validation
676.0,11.0,0.007293761212038293,-42.74096918016963,train
676.0,12.0,0.006870008872827936,-43.2608540407079,validation
676.0,13.0,0.006074609518170892,-44.32963267411256,train
676.0,14.0,0.004930638411093027,-46.141936906688144,validation
676.0,15.0,0.0035173906755171596,-49.075587840948785,train
676.0,16.0,0.0020196118531374215,-53.894641781742656,train
676.0,17.0,0.0012133604208385803,-58.320203512246,train
676.0,18.0,0.0022148551960006874,-53.09309324104002,train
676.0,19.0,0.00358338895551612,-48.91412098394919,validation
676.0,20.0,0.004721605603885773,-46.518205847939484,validation
676.0,21.0,0.005462412354666555,-45.252310365886,train
676.0,22.0,0.005723709638733672,-44.846448118420724,train
676.0,23.0,0.005477018292130094,-45.22911617226637,validation
676.0,24.0,0.0047434044787995,-46.47819681364227,validation
677.0,1.0,0.0014394151995145244,-56.836278313775935,train
677.0,2.0,0.0027496071704750224,-51.2145869661679,train
677.0,3.0,0.00383998187291172,-48.31341651532122,validation
677.0,4.0,0.004686494149998303,-46.58303841506751,train
677.0,5.0,0.005334692322627719,-45.457812467389076,train
677.0,6.0,0.005864542124672045,-44.63531779711008,train
677.0,7.0,0.006341807256833194,-43.95573922777996,train
677.0,8.0,0.006786822675870633,-43.366669955604706,train
677.0,9.0,0.007151727132040442,-42.911781280523044,train
677.0,10.0,0.007340766531630599,-42.68517176332481,train
677.0,11.0,0.0072578050897662665,-42.78389398139097,validation
677.0,12.0,0.006833771572054975,-43.30679084335866,train
677.0,13.0,0.006041892225738725,-44.37654051731705,train
677.0,14.0,0.004903863832518224,-46.18923195089796,train
677.0,15.0,0.0034975717112095462,-49.1246674468681,train
677.0,16.0,0.0020057768697299447,-53.95434762406705,train
677.0,17.0,0.0012014307992538134,-58.40602477797924,train
677.0,18.0,0.0022023187884819043,-53.14239632256388,validation
677.0,19.0,0.0035670381000508238,-48.9538450374916,train
677.0,20.0,0.004701827535420757,-46.554666099665056,train
677.0,21.0,0.005440655783315305,-45.286974999013374,train
677.0,22.0,0.005701717140656544,-44.87988663249571,validation
677.0,23.0,0.005456544817788506,-45.261645466641625,validation
677.0,24.0,0.004726049508832764,-46.510034662535745,validation
678.0,1.0,0.0014668500726241537,-56.67228546627679,train
678.0,2.0,0.002800079338292016,-51.05659326105365,train
678.0,3.0,0.003905247743599679,-48.16702819724247,train
678.0,4.0,0.004755658941056721,-46.4557859798401,validation
678.0,5.0,0.005396171378949805,-45.35828531732552,train
678.0,6.0,0.005908620711596369,-44.57027775040704,train
678.0,7.0,0.006363166020485837,-43.92653490997212,train
678.0,8.0,0.0067856238122948765,-43.36820441687465,train
678.0,9.0,0.007132350022166045,-42.93534703689619,train
678.0,10.0,0.007309492307164683,-42.722255732672856,validation
678.0,11.0,0.007220920299045366,-42.82814897014028,train
678.0,12.0,0.0067965438720480964,-43.354237507247326,train
678.0,13.0,0.00600821928394296,-44.42508450253953,train
678.0,14.0,0.004876235063676763,-46.23830733918191,train
678.0,15.0,0.0034770617275319974,-49.17575198622802,train
678.0,16.0,0.0019915230897493822,-54.016293080171,train
678.0,17.0,0.0011897716423789658,-58.49072772965496,train
678.0,18.0,0.0021902620694062586,-53.19007835627869,train
678.0,19.0,0.0035510547149528457,-48.99285272001088,train
678.0,20.0,0.004682308627261316,-46.59079927669606,validation
678.0,21.0,0.005419072638877673,-45.3215005506977,train
678.0,22.0,0.005679833241177999,-44.913288298101264,train
678.0,23.0,0.005436134147600925,-45.294196694258126,validation
678.0,24.0,0.004708725859610173,-46.54193186591407,train
679.0,1.0,0.0014941844522231402,-56.511915739327634,validation
679.0,2.0,0.0028504001416192475,-50.90188338159116,train
679.0,3.0,0.0039704017281467436,-48.02331097561607,validation
679.0,4.0,0.004824849981672979,-46.33032371125137,train
679.0,5.0,0.005457858330262264,-45.25955483020725,validation
679.0,6.0,0.0059530073632993955,-44.50527160534552,train
679.0,7.0,0.006384733170868532,-43.89714495889883,train
679.0,8.0,0.006784340911412461,-43.36984674030604,train
679.0,9.0,0.007112528296440164,-42.95951985597717,train
679.0,10.0,0.00727747480254744,-42.76038579166431,validation
679.0,11.0,0.007183110819300155,-42.87374866649123,train
679.0,12.0,0.00675833124986317,-43.40321051443019,train
679.0,13.0,0.005973596540492753,-44.47528226388041,train
679.0,14.0,0.004847762321200899,-46.2891736230454,train
679.0,15.0,0.0034558696941406164,-49.22885282491948,train
679.0,16.0,0.0019768600254875457,-54.08048160928026,validation
679.0,17.0,0.0011783988809585283,-58.574153571675225,validation
679.0,18.0,0.0021786874865531163,-53.236101219757394,train
679.0,19.0,0.00353543697131472,-49.03113801639434,train
679.0,20.0,0.004663048429257358,-46.62660148095942,train
679.0,21.0,0.005397661648625021,-45.35588685183526,train
679.0,22.0,0.005658057141595322,-44.946653416992994,train
679.0,23.0,0.005415783501371449,-45.32677410225966,train
679.0,24.0,0.00469143164615456,-46.573892138674076,train
680.0,1.0,0.0015214104837982677,-56.35507190832632,validation
680.0,2.0,0.0029005534788839687,-50.750382456573135,validation
680.0,3.0,0.0040354158907281905,-47.88223400327097,train
680.0,4.0,0.00489403076301017,-46.20666610154984,train
680.0,5.0,0.005519715628558249,-45.16166592414517,train
680.0,6.0,0.0059976723578472465,-44.440345253242135,train
680.0,7.0,0.006406493836228412,-43.867591747154,train
680.0,8.0,0.006782971907177237,-43.371599632702726,validation
680.0,9.0,0.0070922682946974475,-42.98429687512039,train
680.0,10.0,0.007244721505946697,-42.799566091379255,train
680.0,11.0,0.007144386355463479,-42.9207013525223,train
680.0,12.0,0.006719143752026785,-43.45372134684898,train
680.0,13.0,0.005938033420964979,-44.52714724796949,train
680.0,14.0,0.004818453413429975,-46.34184671155392,train
680.0,15.0,0.0034340046620948508,-49.28398239130232,train
680.0,16.0,0.0019617973798633894,-54.14691699672976,train
680.0,17.0,0.0011673250192535253,-58.65616412303993,train
680.0,18.0,0.0021675959649891385,-53.28043332208556,validation
680.0,19.0,0.0035201834559937853,-49.068694049473656,validation
680.0,20.0,0.004644043676474695,-46.66207408890721,train
680.0,21.0,0.005376421600531909,-45.3901336547193,train
680.0,22.0,0.005636386446852137,-44.979984761282765,train
680.0,23.0,0.005395492881247367,-45.35937752257371,validation
680.0,24.0,0.004674167365969711,-46.605914821264506,train
681.0,1.0,0.001548521129717916,-56.20165728554605,train
681.0,2.0,0.0029505226812760574,-50.60202085001889,train
681.0,3.0,0.004100266574504076,-47.743758143299615,train
681.0,4.0,0.0049631687242207324,-46.084819211941124,train
681.0,5.0,0.005581706262049152,-45.06466044088821,validation
681.0,6.0,0.006042586474166338,-44.37554251560262,train
681.0,7.0,0.006428433924159478,-43.83789631425478,validation
681.0,8.0,0.006781518220053791,-43.373461341598876,validation
681.0,9.0,0.007071578132646961,-43.0096731163714,train
681.0,10.0,0.00721124126274169,-42.839799484636146,validation
681.0,11.0,0.0071047525105469925,-42.969020916801455,train
681.0,12.0,0.006678986781777903,-43.505788320723575,train
681.0,13.0,0.0059015369197604655,-44.580697432075134,validation
681.0,14.0,0.0047883165901742705,-46.39634285946346,train
681.0,15.0,0.003411475998794617,-49.341153596447285,train
681.0,16.0,0.0019463460746356738,-54.215598729023064,train
681.0,17.0,0.00115656664153142,-58.73658676127367,train
681.0,18.0,0.0021569898987282917,-53.32303777422944,validation
681.0,19.0,0.003505291224037422,-49.10551788924819,train
681.0,20.0,0.004625291810325828,-46.697217247184696,train
681.0,21.0,0.005355348772610507,-45.42424480070318,validation
681.0,22.0,0.00561481924054273,-45.01328441084107,train
681.0,23.0,0.00537526038002051,-45.39200986967152,validation
681.0,24.0,0.004656931944459333,-46.63800217439986,train
682.0,1.0,0.0015755085652608665,-56.05158462878511,train
682.0,2.0,0.003000292669188341,-50.456727582846824,train
682.0,3.0,0.004164928141727079,-47.607849743106044,train
682.0,4.0,0.005032230213018204,-45.964789982589224,validation
682.0,5.0,0.005643794512384786,-44.968576141309136,train
682.0,6.0,0.006087719378215748,-44.31090750353186,train
682.0,7.0,0.006450538941770879,-43.80807997191769,train
682.0,8.0,0.00677997815558989,-43.37543410767954,train
682.0,9.0,0.007050461041588525,-43.03564965656618,train
682.0,10.0,0.007177039138932463,-42.88109370799671,train
682.0,11.0,0.007064218319340705,-43.01871774744378,validation
682.0,12.0,0.006637867933640229,-43.559427850424946,validation
682.0,13.0,0.00586411504680044,-44.63595035908321,train
682.0,14.0,0.004757361064436328,-46.452677722740916,train
682.0,15.0,0.0033882934967528074,-49.40037955537725,train
682.0,16.0,0.001930517429962281,-54.28652545860474,validation
682.0,17.0,0.001146138683129213,-58.81525658849438,train
682.0,18.0,0.002146868766615441,-53.3638900444532,train
682.0,19.0,0.003490758130832433,-49.1416048345663,validation
682.0,20.0,0.0046067905056251645,-46.73203073788396,validation
682.0,21.0,0.005334442044346606,-45.45821997739957,train
682.0,22.0,0.0055933542889077285,-45.04655342268046,validation
682.0,23.0,0.005355085202887906,-45.42467229739064,train
682.0,24.0,0.004639723825548253,-46.67015739153189,validation
683.0,1.0,0.001602366574245568,-55.904762462159205,train
683.0,2.0,0.003049849705798176,-50.31443123634798,train
683.0,3.0,0.004229379412286872,-47.47446706191713,train
683.0,4.0,0.005101185303932143,-45.84657800295592,train
683.0,5.0,0.005705946057001378,-44.873446768045646,train
683.0,6.0,0.00613304321290924,-44.24647950598302,train
683.0,7.0,0.00647279538894134,-43.77816242431989,validation
683.0,8.0,0.006778350753445203,-43.377519237135864,train
683.0,9.0,0.007028925839602705,-43.06222077578224,train
683.0,10.0,0.007142124690717405,-42.92345143901763,train
683.0,11.0,0.007022790382842813,-43.06980588536439,validation
683.0,12.0,0.0065957959629789524,-43.614655749219004,validation
683.0,13.0,0.005825776793154563,-44.69292317603551,validation
683.0,14.0,0.0047255952534135,-46.510869567473776,train
683.0,15.0,0.003364466424524457,-49.46167602706957,train
683.0,16.0,0.0019143223658663314,-54.35969853151459,train
683.0,17.0,0.0011360574382419876,-58.891994209103316,train
683.0,18.0,0.002137234080941218,-53.402958181016984,train
683.0,19.0,0.003476582116421933,-49.17695016354952,train
683.0,20.0,0.004588536847063104,-46.76651552911356,validation
683.0,21.0,0.005313697744242154,-45.49206305851145,train
683.0,22.0,0.005571988878206643,-45.079795182141325,train
683.0,23.0,0.005334965927320663,-45.4573669985442,train
