range_m,depth_m,amp,db,split
683.0,24.0,0.004622542911679913,-46.70238097073417,train
684.0,1.0,0.0016290889269106276,-55.76110416511927,train
684.0,2.0,0.0030991799780930984,-50.17506404654015,validation
684.0,3.0,0.004293597733873661,-47.343572938761874,validation
684.0,4.0,0.005170003165750729,-45.730183819484196,train
684.0,5.0,0.005768127276525417,-44.7793033052912,validation
684.0,6.0,0.006178531549674125,-44.182294626551275,train
684.0,7.0,0.006495188185047427,-43.7481652319462,train
684.0,8.0,0.006776635815653439,-43.37971706454041,train
684.0,9.0,0.007006975981223874,-43.08938742389704,train
684.0,10.0,0.007106505435849107,-42.96687814860281,train
684.0,11.0,0.006980476840458292,-43.122298189065624,validation
684.0,12.0,0.006552778531796712,-43.67149019816077,train
684.0,13.0,0.0057865301156417945,-44.751635645520366,train
684.0,14.0,0.004693030380805729,-46.57093268658507,train
684.0,15.0,0.003340006676751331,-49.52505330045517,validation
684.0,16.0,0.0018977730368665545,-54.43511456030686,train
684.0,17.0,0.0011263389452929535,-58.96661798152881,train
684.0,18.0,0.002128084269249567,-53.44022357128544,train
684.0,19.0,0.003462758790860743,-49.211555190360045,validation
684.0,20.0,0.0045705261069686285,-46.800676120254884,train
684.0,21.0,0.00529311318966482,-45.525776376281826,train
684.0,22.0,0.005550721810404246,-45.11301075955564,train
684.0,23.0,0.0053148997115273185,-45.49009851798285,train
684.0,24.0,0.004605387377183328,-46.73467667439172,train
685.0,1.0,0.0016556685775737812,-55.6205318695731,validation
685.0,2.0,0.0031482706622817263,-50.03855875318194,train
685.0,3.0,0.004357561432954108,-47.21512962971839,train
685.0,4.0,0.0052386573973747,-45.61560006041659,train
685.0,5.0,0.005830307016856352,-44.686171504422276,train
685.0,6.0,0.00622415615713806,-44.11839039834736,train
685.0,7.0,0.006517704312910077,-43.71810691910013,validation
685.0,8.0,0.006774834095361225,-43.382026709739314,train
685.0,9.0,0.006984621292351952,-43.11714272900755,train
685.0,10.0,0.007070190334473705,-43.0113778906844,train
685.0,11.0,0.006937284918424694,-43.17620936802119,train
685.0,12.0,0.006508822367499631,-43.729951612847664,train
685.0,13.0,0.0057463840132360505,-44.81210709609569,train
685.0,14.0,0.004659674250313909,-46.6328888603461,train
685.0,15.0,0.003314923228441892,-49.590530502651035,train
685.0,16.0,0.0018808828498774004,-54.512765069707086,train
685.0,17.0,0.0011170009471474641,-59.03892917258947,train
685.0,18.0,0.0021194201998447214,-53.47565861583387,train
685.0,19.0,0.0034492852625015633,-49.24541774322744,validation
685.0,20.0,0.0045527562292470665,-46.83451205479416,train
685.0,21.0,0.005272685486568793,-45.55936266751594,train
685.0,22.0,0.005529549141144139,-45.146205560146996,train
685.0,23.0,0.0052948859849041045,-45.52286774289617,train
685.0,24.0,0.004588255734790937,-46.767047678042715,validation
686.0,1.0,0.0016821002403256354,-55.482962542663195,train
686.0,2.0,0.0031971085000182756,-49.9048524972147,train
686.0,3.0,0.004421251673784398,-47.08909525526478,validation
686.0,4.0,0.005307117973977483,-45.50282516326698,train
686.0,5.0,0.00589245183961984,-44.59407916758003,train
686.0,6.0,0.006269888960404769,-44.054803008937505,train
686.0,7.0,0.006540328151735684,-43.68800922032584,validation
686.0,8.0,0.006772942801430235,-43.384451841270426,train
686.0,9.0,0.006961866220240697,-43.14548652815749,train
686.0,10.0,0.007033185510758699,-43.056958545415085,validation
686.0,11.0,0.0068932235113466755,-43.231552787375065,train
686.0,12.0,0.006463936747291166,-43.79005803983282,validation
686.0,13.0,0.005705346562002726,-44.874359398643335,validation
686.0,14.0,0.004625537110576709,-46.69675660718668,train
686.0,15.0,0.003289228357825942,-49.65811948321415,train
686.0,16.0,0.0018636645364845756,-54.59264517724901,validation
686.0,17.0,0.001108061204570654,-59.10872500743728,validation
686.0,18.0,0.00211124024024624,-53.50924690109602,train
686.0,19.0,0.0034361584271697886,-49.278536416842314,train
686.0,20.0,0.004535223329413886,-46.86802643957944,validation
686.0,21.0,0.005252411029882071,-45.59282590669731,train
686.0,22.0,0.005508468043566803,-45.179383314190304,train
686.0,23.0,0.00527492161854076,-45.55567978558412,validation
686.0,24.0,0.0045711474973048885,-46.79949530192229,train
687.0,1.0,0.0017083780655820745,-55.34832026513165,validation
687.0,2.0,0.003245682013574658,-49.77388062374219,train
687.0,3.0,0.004484649489926719,-46.96542989538234,train
687.0,4.0,0.005375359813727922,-45.3918491961116,validation
687.0,5.0,0.005954533796056437,-44.50304470957203,train
687.0,6.0,0.006315705449838522,-43.9915626539991,train
687.0,7.0,0.006563048055641826,-43.65788831521606,validation
687.0,8.0,0.006770962825252709,-43.38699141222736,validation
687.0,9.0,0.006938717740300297,-43.17441557581276,train
687.0,10.0,0.006995500541293482,-43.103624109377364,validation
687.0,11.0,0.006848299535267705,-43.28834504936061,train
687.0,12.0,0.006418128778163923,-43.851831462838064,train
687.0,13.0,0.00566342796661752,-44.93841237856706,train
687.0,14.0,0.004590630029098698,-46.76255413507553,train
687.0,15.0,0.0032629331135348525,-49.72783657340251,train
687.0,16.0,0.0018461330705341116,-54.67473995877221,train
687.0,17.0,0.0010995364548541775,-59.17580734280689,train
687.0,18.0,0.0021035428677694122,-53.5409726627566,validation
687.0,19.0,0.003423372568089412,-49.31091667420765,validation
687.0,20.0,0.004517922022618137,-46.901225381721275,validation
687.0,21.0,0.005232285758174457,-45.62617090602536,train
687.0,22.0,0.005487477886118606,-45.2125443380252,train
687.0,23.0,0.005255006342957732,-45.5885351085668,train
687.0,24.0,0.004554060155218054,-46.8320247405277,train
688.0,1.0,0.001734495949697722,-55.2165341992402,validation
688.0,2.0,0.0032939794286984438,-49.64558234759152,train
688.0,3.0,0.004547734829302376,-46.84409732440079,train
688.0,4.0,0.005443358601042178,-45.2826610802439,train
688.0,5.0,0.006016521994761879,-44.41308982595416,validation
688.0,6.0,0.006361578970186875,-43.92870154574021,train
688.0,7.0,0.006585847583045941,-43.627766488601424,train
688.0,8.0,0.006768892510794637,-43.38964764785067,train
688.0,9.0,0.00691518443473211,-43.20392464683236,validation
688.0,10.0,0.0069571456242557665,-43.151378121293725,train
688.0,11.0,0.006802521796371967,-43.34660115993461,train
688.0,12.0,0.006371407650658907,-43.915292146458526,validation
688.0,13.0,0.005620636749183534,-45.00428962814879,validation
688.0,14.0,0.004554962025304554,-46.83030478773594,train
688.0,15.0,0.0032360484292043514,-49.7996997512149,train
688.0,16.0,0.0018283026806248863,-54.75903807966519,train
688.0,17.0,0.0010914453443226794,-59.23996014647895,train
688.0,18.0,0.002096326514970623,-53.57082145088398,validation
688.0,19.0,0.0034109246222937366,-49.34255755839913,train
688.0,20.0,0.004500848570804523,-46.934111969492136,validation
688.0,21.0,0.005212308409196997,-45.65939790504571,train
688.0,22.0,0.005466574602036878,-45.245694414527264,validation
688.0,23.0,0.005235136010707501,-45.62144061424937,validation
688.0,24.0,0.004536992986818013,-46.86463784112266,train
689.0,1.0,0.0017604493205543856,-55.087529455845036,train
689.0,2.0,0.0033419895606548924,-49.51989822085169,train
689.0,3.0,0.00461049170679364,-46.72505509672105,train
689.0,4.0,0.005511089351048525,-45.17525095440347,train
689.0,5.0,0.006078390204526895,-44.32422847329745,train
689.0,6.0,0.006407485024895741,-43.86624800287513,train
689.0,7.0,0.006608714086288993,-43.59766073330697,train
689.0,8.0,0.006766732597436538,-43.39241970589239,train
689.0,9.0,0.00689127166019726,-43.23401258928672,train
689.0,10.0,0.006918126813166368,-43.200229627717874,validation
689.0,11.0,0.006755899167937715,-43.40633681829956,train
689.0,12.0,0.006323781375635921,-43.98046305625186,train
689.0,13.0,0.005576980769409949,-45.072017060871815,train
689.0,14.0,0.004518543790919554,-46.90003008901138,train
689.0,15.0,0.0032085876201660463,-49.87372192979312,train
689.0,16.0,0.0018101892817777596,-54.845520218266714,validation
689.0,17.0,0.0010838056918754677,-59.30097145024048,validation
689.0,18.0,0.002089588818880091,-53.59878328504976,train
689.0,19.0,0.0033988095355974336,-49.373463439475486,train
689.0,20.0,0.004483998522827881,-46.96669078294988,train
689.0,21.0,0.005192471974351327,-45.692516776617666,train
689.0,22.0,0.005445753539533273,-45.278840351521396,train
689.0,23.0,0.005215308890338319,-45.654399284934264,train
689.0,24.0,0.004519943687137722,-46.89733951845242,validation
690.0,1.0,0.0017862324427079398,-54.961240539219276,train
690.0,2.0,0.0033897016428457074,-49.3967705230657,train
690.0,3.0,0.004672902378708175,-46.60826583395928,train
690.0,4.0,0.005578528572820378,-45.069606763093695,train
690.0,5.0,0.00614010986529578,-44.23647715872442,train
690.0,6.0,0.006453399274418853,-43.80422928173317,validation
690.0,7.0,0.006631634914710522,-43.56758781227671,train
690.0,8.0,0.006764481157971439,-43.39531017163399,validation
690.0,9.0,0.0068669868386706705,-43.26467569955489,train
690.0,10.0,0.006878455027565487,-43.250181957240684,train
690.0,11.0,0.006708440074386963,-43.46756910733889,validation
690.0,12.0,0.006275258466747775,-44.04736763320756,train
690.0,13.0,0.005532470757613891,-45.14161745796614,train
690.0,14.0,0.004481387070234577,-46.97175086417595,validation
690.0,15.0,0.0031805628129385312,-49.94992046241098,validation
690.0,16.0,0.0017918093907336864,-54.93416383271249,validation
690.0,17.0,0.0010766364337633028,-59.35861855181055,train
690.0,18.0,0.002083326397542715,-53.62485366444558,train
690.0,19.0,0.0033870221246766197,-49.403639329028934,train
690.0,20.0,0.004467368209706897,-46.998965012109714,validation
690.0,21.0,0.005172774086156709,-45.72552976790176,validation
690.0,22.0,0.005425013831206621,-45.31198300467047,train
690.0,23.0,0.005195522586710369,-45.687415256226,train
690.0,24.0,0.0045029121513443515,-46.93013051469893,train
691.0,1.0,0.0018118406969977751,-54.83759979164094,validation
691.0,2.0,0.003437105953947219,-49.27614159755016,validation
691.0,3.0,0.004734951321087422,-46.49368963032836,train
691.0,4.0,0.005645653483038039,-44.96571562694439,validation
691.0,5.0,0.006201655248086105,-44.149847599817605,validation
691.0,6.0,0.006499297247313189,-43.74267199980065,validation
691.0,7.0,0.006654595453347537,-43.537566820973446,train
691.0,8.0,0.0067621386726462234,-43.39831854615353,train
691.0,9.0,0.006842337865290034,-43.29590969507323,validation
691.0,10.0,0.0068381374225952715,-43.30124351309585,train
691.0,11.0,0.0066601525887506376,-43.53031641451209,train
691.0,12.0,0.006225847811045853,-44.116029994402616,validation
691.0,13.0,0.00548711777016979,-45.21311436857346,validation
691.0,14.0,0.004443502717695309,-47.04549099752663,train
691.0,15.0,0.003151986829755601,-50.028312116647214,train
691.0,16.0,0.001773180395304401,-55.02494158014282,validation
691.0,17.0,0.0010699551087671746,-59.41268886543011,validation
691.0,18.0,0.002077536519929166,-53.64902666481864,train
691.0,19.0,0.0033755575924519668,-49.43308955696514,train
691.0,20.0,0.004450950317403624,-47.0309450678336,validation
691.0,21.0,0.005153210483427765,-45.75844236745104,train
691.0,22.0,0.005404350660653543,-45.3451295917933,validation
691.0,23.0,0.005175775300814866,-45.72049172458633,validation
691.0,24.0,0.004485894648275833,-46.96301860172944,train
692.0,1.0,0.0018372691734906195,-54.7165442337332,train
692.0,2.0,0.0034841916159838284,-49.15795937250641,train
692.0,3.0,0.004796621768611927,-46.38129051824077,validation
692.0,4.0,0.005712442978986578,-44.863562439658764,train
692.0,5.0,0.006263000747599257,-44.06435072916014,train
692.0,6.0,0.006545156132560068,-43.681599780735056,train
692.0,7.0,0.006677581811154577,-43.5076156493131,train
692.0,8.0,0.00675970386558666,-43.401446591104225,validation
692.0,9.0,0.006817331114394679,-43.32771224042912,train
692.0,10.0,0.006797185698068252,-43.35341730114373,train
692.0,11.0,0.006611045269190229,-43.59459737987191,train
692.0,12.0,0.006175558247792658,-44.18647555334153,train
692.0,13.0,0.005440929376878606,-45.28653822377116,train
692.0,14.0,0.004404900989788649,-47.12127697805431,train
692.0,15.0,0.0031228729774181343,-50.10891360600305,validation
692.0,16.0,0.0017543204078625731,-55.11782168965446,validation
692.0,17.0,0.0010637810066458147,-59.462955361763065,train
692.0,18.0,0.0020722156718015286,-53.6713009225621,train
692.0,19.0,0.003364409677349029,-49.461822529901724,train
692.0,20.0,0.004434741122304248,-47.06263454003275,validation
692.0,21.0,0.005133775672152706,-45.79126224766913,train
692.0,22.0,0.005383761189758962,-45.37828425157356,train
692.0,23.0,0.0051560630871462475,-45.75363554929016,train
692.0,24.0,0.0044688901803258685,-46.99600635349006,validation
693.0,1.0,0.00186251271253383,-54.598015086069076,train
693.0,2.0,0.003530949152385602,-49.04217072943674,train
693.0,3.0,0.004857898807846368,-46.27103071960768,train
693.0,4.0,0.005778875738763283,-44.76313287845093,train
693.0,5.0,0.006324120785095285,-43.97999688042769,train
693.0,6.0,0.00659095166401582,-43.621037466568964,validation
693.0,7.0,0.006700580550319175,-43.47775135231995,train
693.0,8.0,0.006757175784962659,-43.404695658954196,train
693.0,9.0,0.006791975057955781,-43.360078352255165,train
693.0,10.0,0.006755606863874214,-43.40671263441224,validation
693.0,11.0,0.006561127817211539,-43.660430033547925,train
693.0,12.0,0.0061243980907199555,-44.25873175142882,train
693.0,13.0,0.0053939158165333565,-45.361916718286686,validation
693.0,14.0,0.0043655944094514055,-47.19913230757847,train
693.0,15.0,0.0030932355774515776,-50.191740066853505,train
693.0,16.0,0.001735248694992941,-55.21276547079937,train
693.0,17.0,0.0010581319547215606,-59.50920340151707,train
693.0,18.0,0.002067359645278553,-53.69167930757737,train
693.0,19.0,0.0033535726696509328,-49.489845567075164,train
693.0,20.0,0.0044187348192163125,-47.094041217935974,validation
693.0,21.0,0.005114466153385054,-45.82399382256987,train
693.0,22.0,0.005363240787442424,-45.411454091280945,train
693.0,23.0,0.005136384173297384,-45.78685001769578,validation
693.0,24.0,0.0044518958492341856,-47.02910008814807,validation
694.0,1.0,0.001887567634843977,-54.48194955780842,train
694.0,2.0,0.0035773692897045324,-48.92872451151529,train
694.0,3.0,0.004918767690762562,-46.162873766346884,train
694.0,4.0,0.005844932437774632,-44.66441009062877,train
694.0,5.0,0.006384991518787747,-43.89679350550898,train
694.0,6.0,0.006636662048349055,-43.56100593817621,train
694.0,7.0,0.006723579359415738,-43.44798929429727,train
694.0,8.0,0.006754553824886308,-43.40806666426619,train
694.0,9.0,0.006766276977708822,-43.39300456658452,train
694.0,10.0,0.006713412568630481,-43.46113325390646,train
694.0,11.0,0.006510408269282855,-43.72783551730894,train
694.0,12.0,0.006072376443571332,-44.33282626300859,validation
694.0,13.0,0.005346087333483039,-45.43927901806188,train
694.0,14.0,0.004325595870087792,-47.27908116159731,train
694.0,15.0,0.0030630886929555257,-50.27680855682644,train
694.0,16.0,0.0017159856418168804,-55.30972700696989,train
694.0,17.0,0.001053026130279529,-59.55121703791594,train
694.0,18.0,0.002062963657369472,-53.710168455979726,validation
694.0,19.0,0.003343040406072713,-49.51716748443122,train
694.0,20.0,0.004402925793427558,-47.125172680891296,train
694.0,21.0,0.005095276678684811,-45.85664456773948,train
694.0,22.0,0.005342786433705554,-45.44464370899368,train
694.0,23.0,0.0051167356676797525,-45.82014036500665,train
694.0,24.0,0.00443491115934217,-47.0623015116571,train
695.0,1.0,0.0019124289602733956,-54.36829376645971,validation
695.0,2.0,0.003623442725855783,-48.81757197981525,train
695.0,3.0,0.004979213926792986,-46.056784286180445,validation
695.0,4.0,0.005910591931575034,-44.567380467844714,train
695.0,5.0,0.0064455902400880425,-43.81474613944323,train
695.0,6.0,0.00668226626780316,-43.501524461016515,train
695.0,7.0,0.006746563925737251,-43.418347204235026,train
695.0,8.0,0.006751838352322225,-43.411559276507134,train
695.0,9.0,0.006740244220728634,-43.42648734587143,validation
695.0,10.0,0.006670611139398317,-43.51668751264416,train
695.0,11.0,0.006458896754540882,-43.79683315196577,validation
695.0,12.0,0.006019501972261947,-44.408788778317614,validation
695.0,13.0,0.005297455040550904,-45.51865440909091,train
695.0,14.0,0.0042849154495849225,-47.361154864038475,validation
695.0,15.0,0.0030324474961563822,-50.364134195555636,validation
695.0,16.0,0.0016965528241711053,-55.408652270759035,train
695.0,17.0,0.0010484807148955894,-59.588791065373876,train
695.0,18.0,0.00205902282014207,-53.72677680142415,train
695.0,19.0,0.003332807978555563,-49.54379415436858,validation
695.0,20.0,0.00438730805825936,-47.156037403968476,train
695.0,21.0,0.005076201305996404,-45.889223269963246,validation
695.0,22.0,0.005322394394878035,-45.47785893852265,validation
695.0,23.0,0.0050971139060141096,-45.8535132211015,validation
695.0,24.0,0.004417932706471087,-47.09561807092523,validation
696.0,1.0,0.0019370924894539796,-54.25699285458475,train
696.0,2.0,0.0036691614461750017,-48.7086635700577,train
696.0,3.0,0.005039225300459107,-45.95272448377251,train
696.0,4.0,0.005975838587833749,-44.472022833491174,train
696.0,5.0,0.006505895184887812,-43.73385875650147,train
696.0,6.0,0.006727741617563238,-43.442613923933266,train
696.0,7.0,0.006769522726979259,-43.3888389877327,validation
696.0,8.0,0.0067490269182671385,-43.4151767937241,train
696.0,9.0,0.006713885049100856,-43.46052197480319,train
696.0,10.0,0.006627213318921079,-43.573380999407036,train
696.0,11.0,0.006406601745820267,-43.86744544514607,train
696.0,12.0,0.005965785976490269,-44.48664662154596,validation
696.0,13.0,0.0052480286280855515,-45.60007609084277,validation
696.0,14.0,0.00424356787744012,-47.44537693461317,train
696.0,15.0,0.0030013274996064233,-50.45373225070588,validation
696.0,16.0,0.0016769723232643709,-55.50948209853718,train
696.0,17.0,0.0010445133539545683,-59.621720065100796,train
696.0,18.0,0.002055532293556962,-53.741513916437704,train
696.0,19.0,0.003322866442664055,-49.56974228294023,train
696.0,20.0,0.004371875634789303,-47.18664401538429,validation
696.0,21.0,0.005057236678005829,-45.921734419353655,train
696.0,22.0,0.005302059089289232,-45.5111087308165,validation
696.0,23.0,0.0050775151967766856,-45.88697536194364,train
696.0,24.0,0.0044009585889529185,-47.12905435868361,validation
697.0,1.0,0.001961554335184615,-54.14799314763998,train
697.0,2.0,0.0037145166638729837,-48.60195378002842,train
697.0,3.0,0.005098786950799929,-45.85066268681254,train
697.0,4.0,0.006040651771572442,-44.37832399073617,train
697.0,5.0,0.006565883823460465,-43.654136118628905,train
697.0,6.0,0.006773067471831263,-43.38429196049038,train
697.0,7.0,0.006792441644836547,-43.35948168001768,train
697.0,8.0,0.006746120200423311,-43.41891849888209,train
697.0,9.0,0.006687207322256617,-43.49510424479135,train
697.0,10.0,0.006583228340874182,-43.63122162074141,train
697.0,11.0,0.0063535331378545175,-43.93969401209347,validation
697.0,12.0,0.005911235645658994,-44.5664345515791,train
697.0,13.0,0.0051978195511642195,-45.683576033036985,train
697.0,14.0,0.004201564607382559,-47.5317790786211,train
697.0,15.0,0.002969744462119442,-50.54561837706318,train
697.0,16.0,0.0016572675750919663,-55.61214733306955,validation
697.0,17.0,0.0010411399065656786,-59.649818136651554,train
697.0,18.0,0.002052486002448425,-53.75439592003048,validation
697.0,19.0,0.003313211053517314,-49.595017968394515,validation
697.0,20.0,0.0043566220792969615,-47.21700223711005,train
697.0,21.0,0.00503837670654234,-45.9541872907222,train
697.0,22.0,0.0052817780823167055,-45.544396998780115,validation
697.0,23.0,0.0050579378245958935,-45.92053027168234,train
697.0,24.0,0.004383986934608828,-47.16261497658572,validation
698.0,1.0,0.0019858100757844084,-54.041245801435636,train
698.0,2.0,0.003759499645565757,-48.497399035646396,train
698.0,3.0,0.005157886400248584,-45.750564544033274,validation
698.0,4.0,0.006105013815623338,-44.2862669782241,train
698.0,5.0,0.006625534518708259,-43.5755815805438,validation
698.0,6.0,0.006818224322106989,-43.32657428845347,train
698.0,7.0,0.006815308001012414,-43.33029025038654,train
698.0,8.0,0.006743116760850995,-43.422786404111385,train
698.0,9.0,0.006660219118327112,-43.53022964988245,train
698.0,10.0,0.006538667357812615,-43.690215119516544,train
698.0,11.0,0.006299700939554111,-44.013601339132194,validation
698.0,12.0,0.005855860712292141,-44.648185239411134,train
698.0,13.0,0.005146838048425286,-45.76918994287229,train
698.0,14.0,0.004158920215359852,-47.62038822103178,validation
698.0,15.0,0.002937715263552594,-50.63980600522787,train
698.0,16.0,0.0016374640086027799,-55.71656474015248,train
698.0,17.0,0.0010383764876597996,-59.67290308643679,validation
698.0,18.0,0.0020498780310116297,-53.765439579221194,train
698.0,19.0,0.0033038331502686278,-49.6196378695715,train
698.0,20.0,0.004341540180434721,-47.24712350558509,train
698.0,21.0,0.0050196147604275,-45.98659224610575,validation
698.0,22.0,0.005261545322029364,-45.57773368625833,train
698.0,23.0,0.005038377554613483,-45.954185828693426,train
698.0,24.0,0.004367014762751545,-47.196306798758,train
699.0,1.0,0.00200985610855521,-53.93670067743478,train
699.0,2.0,0.003804102546206484,-48.394955688260566,train
699.0,3.0,0.005216512202875983,-45.65239544689771,train
699.0,4.0,0.0061689089942536185,-44.19583273123649,train
699.0,5.0,0.006684827319556862,-43.49819613642346,train
699.0,6.0,0.006863191072894198,-43.26947820155867,validation
699.0,7.0,0.006838110018834036,-43.30127832177371,validation
699.0,8.0,0.00674001630410704,-43.42678105809136,validation
699.0,9.0,0.006632928644202942,-43.56589349469463,train
699.0,10.0,0.00649354030970839,-43.750369183382205,train
699.0,11.0,0.006245112438778265,-44.08919476116485,train
699.0,12.0,0.005799670629653464,-44.731933396967946,train
699.0,13.0,0.005095094855441168,-45.85695452633574,train
699.0,14.0,0.0041156473476692485,-47.71123690327804,train
699.0,15.0,0.002905257879804607,-50.73630624443729,train
699.0,16.0,0.0016175877956790521,-55.822642767816646,train
699.0,17.0,0.0010362381856357226,-59.690808157879715,train
699.0,18.0,0.0020477020464380507,-53.774664713705285,train
699.0,19.0,0.003294726706575941,-49.64361207510783,validation
699.0,20.0,0.004326625353679227,-47.27701418233953,train
699.0,21.0,0.005000947458811874,-46.01895416466729,train
699.0,22.0,0.0052413576807247625,-45.61112404325165,train
699.0,23.0,0.005018831031265041,-45.98794850885127,validation
699.0,24.0,0.0043500399807553615,-47.230135029451425,validation
700.0,1.0,0.002033688321560672,-53.834312105928205,train
700.0,2.0,0.003848318170191136,-48.29458057340189,train
700.0,3.0,0.005274651368354293,-45.55612480137722,validation
700.0,4.0,0.00623231974807182,-44.10700546723323,train
700.0,5.0,0.0067437426254002035,-43.421980257884,train
700.0,6.0,0.0069079493309505665,-43.21301713190419,train
700.0,7.0,0.00686083471611311,-43.272460862108026,validation
700.0,8.0,0.006736818354931502,-43.4309032477347,validation
700.0,9.0,0.006605344513119475,-43.60209052164066,train
700.0,10.0,0.006447859065374268,-43.81168927455305,train
700.0,11.0,0.006189780842363893,-44.16649454992714,train
700.0,12.0,0.0057426767721585085,-44.81771254785197,train
700.0,13.0,0.0050426024809195535,-45.94690533698673,validation
700.0,14.0,0.004071760624238498,-47.8043552353715,train
700.0,15.0,0.0028723897229897986,-50.835132715744635,train
700.0,16.0,0.0015976671320742015,-55.93027398431887,train
700.0,17.0,0.0010347394496565277,-59.70337986059887,validation
700.0,18.0,0.0020459513908128108,-53.782093775649656,validation
700.0,19.0,0.0032858841773400413,-49.66695497765767,train
700.0,20.0,0.004311869756542995,-47.306687316671955,train
700.0,21.0,0.004982367428183428,-46.051284965341765,train
700.0,22.0,0.005221210025149697,-45.644576735559625,train
700.0,23.0,0.004999294987625578,-46.0218247315684,validation
700.0,24.0,0.004333060150754548,-47.26410564253215,train
